Date,20E,70E,80E,100E,120E,140E,160E,120W,40W,10W,Year,Month,Value,PosibleNino,PosibleNina,Precipitaciones,Temperaturas,Humedades,Name,AporCaudal
2024-02-08,0.37,1.11,1.27,1.22,0.86,0.15,-0.83,-1.25,-1.11,-0.59,2024,2,1.5,1,0,5.0,23.0,98.0,NARE CP,8.953
2024-02-09,0.37,1.11,1.27,1.22,0.86,0.15,-0.83,-1.25,-1.11,-0.59,2024,2,1.5,1,0,6.4,25.0,98.0,NARE CP,8.574
2024-02-10,0.37,1.11,1.27,1.22,0.86,0.15,-0.83,-1.25,-1.11,-0.59,2024,2,1.5,1,0,1.6,26.8,98.0,NARE CP,7.896
2024-02-11,0.37,1.11,1.27,1.22,0.86,0.15,-0.83,-1.25,-1.11,-0.59,2024,2,1.5,1,0,0.0,27.0,96.43,NARE CP,8.025
2024-02-12,0.37,1.11,1.27,1.22,0.86,0.15,-0.83,-1.25,-1.11,-0.59,2024,2,1.5,1,0,0.0,27.6,96.43,NARE CP,7.651
2024-02-13,0.12,0.76,0.9,0.98,0.79,0.3,-0.49,-0.93,-0.93,-0.61,2024,2,1.5,1,0,0.0,26.4,94.0,NARE CP,7.201
2024-02-14,0.12,0.76,0.9,0.98,0.79,0.3,-0.49,-0.93,-0.93,-0.61,2024,2,1.5,1,0,0.0,26.0,96.0,NARE CP,8.406
2024-02-15,0.12,0.76,0.9,0.98,0.79,0.3,-0.49,-0.93,-0.93,-0.61,2024,2,1.5,1,0,0.0,27.8,96.43,NARE CP,7.899
2024-02-16,0.12,0.76,0.9,0.98,0.79,0.3,-0.49,-0.93,-0.93,-0.61,2024,2,1.5,1,0,0.0,26.8,98.0,NARE CP,7.084
2024-02-17,0.12,0.76,0.9,0.98,0.79,0.3,-0.49,-0.93,-0.93,-0.61,2024,2,1.5,1,0,0.0,27.2,96.43,NARE CP,6.746
2024-02-18,0.2,0.76,0.87,0.84,0.61,0.12,-0.55,-0.86,-0.79,-0.46,2024,2,1.5,1,0,0.0,28.2,96.43,NARE CP,6.761
2024-02-19,0.2,0.76,0.87,0.84,0.61,0.12,-0.55,-0.86,-0.79,-0.46,2024,2,1.5,1,0,0.0,26.0,98.0,NARE CP,6.445
2024-02-20,0.2,0.76,0.87,0.84,0.61,0.12,-0.55,-0.86,-0.79,-0.46,2024,2,1.5,1,0,0.0,26.8,98.0,NARE CP,6.662
2024-02-21,0.2,0.76,0.87,0.84,0.61,0.12,-0.55,-0.86,-0.79,-0.46,2024,2,1.5,1,0,2.6,26.0,98.0,NARE CP,6.606
2024-02-22,0.2,0.76,0.87,0.84,0.61,0.12,-0.55,-0.86,-0.79,-0.46,2024,2,1.5,1,0,0.0,23.6,98.0,NARE CP,7.389
2024-02-23,-0.54,-0.77,-0.57,-0.46,-0.19,0.25,0.67,0.69,0.45,0.04,2024,2,1.5,1,0,0.0,24.6,98.0,NARE CP,7.381
2024-02-24,-0.54,-0.77,-0.57,-0.46,-0.19,0.25,0.67,0.69,0.45,0.04,2024,2,1.5,1,0,0.0,24.2,98.0,NARE CP,6.65
2024-02-25,-0.54,-0.77,-0.57,-0.46,-0.19,0.25,0.67,0.69,0.45,0.04,2024,2,1.5,1,0,0.0,25.4,98.0,NARE CP,6.625
2024-02-26,-0.54,-0.77,-0.57,-0.46,-0.19,0.25,0.67,0.69,0.45,0.04,2024,2,1.5,1,0,0.0,25.0,96.0,NARE CP,6.669
2024-02-27,-0.54,-0.77,-0.57,-0.46,-0.19,0.25,0.67,0.69,0.45,0.04,2024,2,1.5,1,0,0.0,26.0,98.0,NARE CP,6.898
2024-02-28,-0.4,-1.69,-1.67,-1.85,-1.48,-0.48,1.07,1.9,1.86,1.16,2024,2,1.5,1,0,0.0,26.2,88.0,NARE CP,6.4
2024-02-29,-0.4,-1.69,-1.67,-1.85,-1.48,-0.48,1.07,1.9,1.86,1.16,2024,2,1.5,1,0,0.0,26.2,96.0,NARE CP,6.329
2024-03-01,-0.4,-1.69,-1.67,-1.85,-1.48,-0.48,1.07,1.9,1.86,1.16,2024,3,1.1,1,0,0.0,25.8,90.0,NARE CP,6.004
2024-03-02,-0.4,-1.69,-1.67,-1.85,-1.48,-0.48,1.07,1.9,1.86,1.16,2024,3,1.1,1,0,0.0,27.2,96.43,NARE CP,6.184
2024-03-03,-0.4,-1.69,-1.67,-1.85,-1.48,-0.48,1.07,1.9,1.86,1.16,2024,3,1.1,1,0,0.0,26.2,94.0,NARE CP,6.456
2024-03-04,-0.4,-1.69,-1.67,-1.85,-1.48,-0.48,1.07,1.9,1.86,1.16,2024,3,1.1,1,0,0.0,26.4,94.0,NARE CP,7.422
2024-03-05,0.55,-1.37,-1.53,-2.25,-2.29,-1.51,0.34,1.86,2.36,2.08,2024,3,1.1,1,0,0.0,25.8,98.0,NARE CP,6.307
2024-03-06,0.55,-1.37,-1.53,-2.25,-2.29,-1.51,0.34,1.86,2.36,2.08,2024,3,1.1,1,0,0.0,26.6,94.0,NARE CP,6.102
2024-03-07,0.55,-1.37,-1.53,-2.25,-2.29,-1.51,0.34,1.86,2.36,2.08,2024,3,1.1,1,0,0.0,27.2,96.43,NARE CP,6.034
2024-03-08,0.55,-1.37,-1.53,-2.25,-2.29,-1.51,0.34,1.86,2.36,2.08,2024,3,1.1,1,0,2.6,27.6,96.43,NARE CP,6.228
2024-03-09,0.55,-1.37,-1.53,-2.25,-2.29,-1.51,0.34,1.86,2.36,2.08,2024,3,1.1,1,0,0.0,24.6,96.0,NARE CP,8.285
2024-03-10,1.96,0.98,0.83,-0.39,-1.38,-2.06,-1.74,-0.44,0.73,1.67,2024,3,1.1,1,0,28.6,27.8,96.43,NARE CP,6.703
2024-03-11,1.96,0.98,0.83,-0.39,-1.38,-2.06,-1.74,-0.44,0.73,1.67,2024,3,1.1,1,0,17.0,26.4,98.0,NARE CP,7.706
2024-03-12,1.96,0.98,0.83,-0.39,-1.38,-2.06,-1.74,-0.44,0.73,1.67,2024,3,1.1,1,0,1.6,27.0,98.0,NARE CP,7.326
2024-03-13,1.96,0.98,0.83,-0.39,-1.38,-2.06,-1.74,-0.44,0.73,1.67,2024,3,1.1,1,0,27.6,27.2,96.43,NARE CP,6.667
2024-03-14,1.96,0.98,0.83,-0.39,-1.38,-2.06,-1.74,-0.44,0.73,1.67,2024,3,1.1,1,0,0.0,26.8,96.43,NARE CP,6.447
2024-03-15,1.12,2.13,2.25,1.85,1.01,-0.33,-1.82,-2.15,-1.63,-0.55,2024,3,1.1,1,0,0.0,27.2,96.43,NARE CP,6.424
2024-03-16,1.12,2.13,2.25,1.85,1.01,-0.33,-1.82,-2.15,-1.63,-0.55,2024,3,1.1,1,0,32.6,27.8,96.43,NARE CP,6.084
2024-03-17,1.12,2.13,2.25,1.85,1.01,-0.33,-1.82,-2.15,-1.63,-0.55,2024,3,1.1,1,0,2.0,24.8,98.0,NARE CP,6.136
2024-03-18,1.12,2.13,2.25,1.85,1.01,-0.33,-1.82,-2.15,-1.63,-0.55,2024,3,1.1,1,0,5.6,27.8,96.43,NARE CP,7.118
2024-03-19,1.12,2.13,2.25,1.85,1.01,-0.33,-1.82,-2.15,-1.63,-0.55,2024,3,1.1,1,0,2.2,26.8,94.0,NARE CP,7.035
2024-03-20,-1.44,0.21,0.73,1.65,2.1,1.96,0.68,-0.86,-1.75,-2.1,2024,3,1.1,1,0,0.0,25.8,98.0,NARE CP,6.28
2024-03-21,-1.44,0.21,0.73,1.65,2.1,1.96,0.68,-0.86,-1.75,-2.1,2024,3,1.1,1,0,0.0,26.0,94.0,NARE CP,6.19
2024-03-22,-1.44,0.21,0.73,1.65,2.1,1.96,0.68,-0.86,-1.75,-2.1,2024,3,1.1,1,0,0.0,27.6,96.43,NARE CP,5.987
2024-03-23,-1.44,0.21,0.73,1.65,2.1,1.96,0.68,-0.86,-1.75,-2.1,2024,3,1.1,1,0,0.0,26.0,94.0,NARE CP,5.911
2024-03-24,-1.44,0.21,0.73,1.65,2.1,1.96,0.68,-0.86,-1.75,-2.1,2024,3,1.1,1,0,0.0,25.2,96.0,NARE CP,5.948
2024-03-25,-1.59,-0.69,-0.28,0.56,1.21,1.62,1.22,0.16,-0.73,-1.43,2024,3,1.1,1,0,0.0,25.4,96.0,NARE CP,5.646
2024-03-26,-1.59,-0.69,-0.28,0.56,1.21,1.62,1.22,0.16,-0.73,-1.43,2024,3,1.1,1,0,0.0,26.2,94.0,NARE CP,6.009
2024-03-27,-1.59,-0.69,-0.28,0.56,1.21,1.62,1.22,0.16,-0.73,-1.43,2024,3,1.1,1,0,1.6,25.4,96.0,NARE CP,5.893
2024-03-28,-1.59,-0.69,-0.28,0.56,1.21,1.62,1.22,0.16,-0.73,-1.43,2024,3,1.1,1,0,0.0,24.8,94.0,NARE CP,6.485
2024-03-29,-1.59,-0.69,-0.28,0.56,1.21,1.62,1.22,0.16,-0.73,-1.43,2024,3,1.1,1,0,3.0,25.6,94.0,NARE CP,5.858
2024-03-30,-0.87,-1.07,-0.84,-0.58,-0.15,0.46,0.99,0.93,0.53,-0.09,2024,3,1.1,1,0,9.6,25.0,96.0,NARE CP,5.717
2024-03-31,-0.87,-1.07,-0.84,-0.58,-0.15,0.46,0.99,0.93,0.53,-0.09,2024,3,1.1,1,0,18.6,24.4,96.0,NARE CP,6.718
2024-04-01,-0.87,-1.07,-0.84,-0.58,-0.15,0.46,0.99,0.93,0.53,-0.09,2024,4,0.7,1,0,59.6,24.8,98.0,NARE CP,7.548
2024-04-02,-0.87,-1.07,-0.84,-0.58,-0.15,0.46,0.99,0.93,0.53,-0.09,2024,4,0.7,1,0,8.0,23.8,98.0,NARE CP,10.139
2024-04-03,-0.87,-1.07,-0.84,-0.58,-0.15,0.46,0.99,0.93,0.53,-0.09,2024,4,0.7,1,0,10.6,24.0,94.0,NARE CP,8.051
2024-04-04,0.08,-0.87,-0.83,-1.14,-1.09,-0.61,0.36,1.06,1.22,0.96,2024,4,0.7,1,0,32.6,23.6,98.0,NARE CP,10.594
2024-04-05,0.08,-0.87,-0.83,-1.14,-1.09,-0.61,0.36,1.06,1.22,0.96,2024,4,0.7,1,0,3.6,25.4,94.0,NARE CP,12.428
2024-04-06,0.08,-0.87,-0.83,-1.14,-1.09,-0.61,0.36,1.06,1.22,0.96,2024,4,0.7,1,0,12.6,25.8,95.0,NARE CP,9.843
2024-04-07,0.08,-0.87,-0.83,-1.14,-1.09,-0.61,0.36,1.06,1.22,0.96,2024,4,0.7,1,0,3.6,27.0,96.43,NARE CP,7.702
2024-04-08,0.08,-0.87,-0.83,-1.14,-1.09,-0.61,0.36,1.06,1.22,0.96,2024,4,0.7,1,0,0.0,26.6,98.0,NARE CP,6.824
2024-04-09,0.67,0.31,0.35,-0.11,-0.48,-0.71,-0.59,-0.13,0.28,0.6,2024,4,0.7,1,0,0.0,27.8,96.43,NARE CP,6.735
2024-04-10,0.67,0.31,0.35,-0.11,-0.48,-0.71,-0.59,-0.13,0.28,0.6,2024,4,0.7,1,0,4.2,27.4,96.43,NARE CP,6.34
2024-04-11,0.67,0.31,0.35,-0.11,-0.48,-0.71,-0.59,-0.13,0.28,0.6,2024,4,0.7,1,0,0.0,26.2,98.0,NARE CP,6.386
2024-04-12,0.67,0.31,0.35,-0.11,-0.48,-0.71,-0.59,-0.13,0.28,0.6,2024,4,0.7,1,0,0.0,27.4,96.43,NARE CP,6.098
2024-04-13,0.67,0.31,0.35,-0.11,-0.48,-0.71,-0.59,-0.13,0.28,0.6,2024,4,0.7,1,0,0.0,27.2,98.0,NARE CP,6.561
2024-04-14,-0.12,0.42,0.55,0.69,0.65,0.39,-0.16,-0.57,-0.68,-0.56,2024,4,0.7,1,0,0.0,26.6,98.0,NARE CP,5.707
2024-04-15,-0.12,0.42,0.55,0.69,0.65,0.39,-0.16,-0.57,-0.68,-0.56,2024,4,0.7,1,0,0.0,26.2,96.0,NARE CP,5.955
2024-04-16,-0.12,0.42,0.55,0.69,0.65,0.39,-0.16,-0.57,-0.68,-0.56,2024,4,0.7,1,0,0.0,26.6,98.0,NARE CP,5.924
2024-04-17,-0.12,0.42,0.55,0.69,0.65,0.39,-0.16,-0.57,-0.68,-0.56,2024,4,0.7,1,0,3.85,25.0,95.0,NARE CP,6.329
2024-04-18,-0.12,0.42,0.55,0.69,0.65,0.39,-0.16,-0.57,-0.68,-0.56,2024,4,0.7,1,0,1.8,26.6,98.0,NARE CP,6.061
2024-04-19,-0.91,-0.47,-0.21,0.24,0.62,0.89,0.74,0.19,-0.31,-0.74,2024,4,0.7,1,0,5.8,24.2,98.0,NARE CP,6.37
2024-04-20,-0.91,-0.47,-0.21,0.24,0.62,0.89,0.74,0.19,-0.31,-0.74,2024,4,0.7,1,0,40.9,25.8,94.0,NARE CP,6.832
2024-04-21,-0.91,-0.47,-0.21,0.24,0.62,0.89,0.74,0.19,-0.31,-0.74,2024,4,0.7,1,0,2.8,24.2,98.0,NARE CP,10.514
2024-04-22,-0.91,-0.47,-0.21,0.24,0.62,0.89,0.74,0.19,-0.31,-0.74,2024,4,0.7,1,0,5.7,22.6,98.0,NARE CP,14.928
2024-04-23,-0.91,-0.47,-0.21,0.24,0.62,0.89,0.74,0.19,-0.31,-0.74,2024,4,0.7,1,0,5.3,24.8,98.0,NARE CP,14.728
2024-04-24,-0.4,-0.9,-0.84,-0.78,-0.5,0.02,0.69,0.92,0.76,0.34,2024,4,0.7,1,0,15.05,26.4,98.0,NARE CP,10.034
2024-04-25,-0.4,-0.9,-0.84,-0.78,-0.5,0.02,0.69,0.92,0.76,0.34,2024,4,0.7,1,0,43.3,25.2,98.0,NARE CP,10.139
2024-04-26,-0.4,-0.9,-0.84,-0.78,-0.5,0.02,0.69,0.92,0.76,0.34,2024,4,0.7,1,0,11.05,24.4,98.0,NARE CP,9.89
2024-04-27,-0.4,-0.9,-0.84,-0.78,-0.5,0.02,0.69,0.92,0.76,0.34,2024,4,0.7,1,0,5.2,25.2,98.0,NARE CP,15.581
2024-04-28,-0.4,-0.9,-0.84,-0.78,-0.5,0.02,0.69,0.92,0.76,0.34,2024,4,0.7,1,0,31.45,25.6,96.0,NARE CP,15.182
2024-04-29,0.78,-0.09,-0.13,-0.76,-1.11,-1.11,-0.47,0.39,0.92,1.15,2024,4,0.7,1,0,0.0,25.0,96.0,NARE CP,14.56
2024-04-30,0.78,-0.09,-0.13,-0.76,-1.11,-1.11,-0.47,0.39,0.92,1.15,2024,4,0.7,1,0,44.35,25.4,96.0,NARE CP,10.179
2024-05-01,0.78,-0.09,-0.13,-0.76,-1.11,-1.11,-0.47,0.39,0.92,1.15,2024,5,0.4,0,0,0.5,26.2,96.0,NARE CP,10.695
2024-05-02,0.78,-0.09,-0.13,-0.76,-1.11,-1.11,-0.47,0.39,0.92,1.15,2024,5,0.4,0,0,32.3,22.4,98.0,NARE CP,12.81
2024-05-03,0.78,-0.09,-0.13,-0.76,-1.11,-1.11,-0.47,0.39,0.92,1.15,2024,5,0.4,0,0,85.0,23.0,96.43,NARE CP,15.02
2024-05-04,1.25,0.98,0.86,0.21,-0.44,-1.06,-1.24,-0.69,-0.01,0.71,2024,5,0.4,0,0,14.7,23.6,98.0,NARE CP,29.634
2024-05-05,1.25,0.98,0.86,0.21,-0.44,-1.06,-1.24,-0.69,-0.01,0.71,2024,5,0.4,0,0,0.5,24.6,98.0,NARE CP,24.123
2024-05-06,1.25,0.98,0.86,0.21,-0.44,-1.06,-1.24,-0.69,-0.01,0.71,2024,5,0.4,0,0,5.5,26.2,98.0,NARE CP,13.932
2024-05-07,1.25,0.98,0.86,0.21,-0.44,-1.06,-1.24,-0.69,-0.01,0.71,2024,5,0.4,0,0,53.4,26.6,98.0,NARE CP,11.29
2024-05-08,1.25,0.98,0.86,0.21,-0.44,-1.06,-1.24,-0.69,-0.01,0.71,2024,5,0.4,0,0,55.3,26.0,98.0,NARE CP,23.46
2024-05-09,0.07,0.17,0.33,0.24,0.11,-0.04,-0.2,-0.22,-0.16,-0.06,2024,5,0.4,0,0,14.2,26.6,98.0,NARE CP,37.286
2024-05-10,0.07,0.17,0.33,0.24,0.11,-0.04,-0.2,-0.22,-0.16,-0.06,2024,5,0.4,0,0,13.4,27.0,98.0,NARE CP,35.749
2024-05-11,0.07,0.17,0.33,0.24,0.11,-0.04,-0.2,-0.22,-0.16,-0.06,2024,5,0.4,0,0,32.05,25.0,96.0,NARE CP,23.608
2024-05-12,0.07,0.17,0.33,0.24,0.11,-0.04,-0.2,-0.22,-0.16,-0.06,2024,5,0.4,0,0,4.55,22.8,98.0,NARE CP,23.892
